Z,N,BE
105,152,1891.777
99,159,1912.296
100,158,1913.844
101,157,1911.694602
102,156,1911.006
103,155,1906.878
104,154,1904.556
105,153,1898.622
106,152,1893.978
100,159,1918.413
101,158,1917.895
102,157,1916.6
103,156,1914.01
104,155,1910.643
105,154,1906.24
106,153,1900.801
100,160,1924.78
101,159,1922.96
102,158,1923.22
103,157,1919.58
104,156,1918.02
105,155,1912.82
106,154,1909.03024
107,153,1901.12
101,160,1929.051
102,159,1928.268
103,158,1926.441
104,157,1923.934356
105,156,1920.177
106,155,1915.479
107,154,1909.476
101,161,1934.346
102,160,1934.87
103,159,1931.988
104,158,1930.94
105,157,1926.224
106,156,1923.342
107,155,1916.53
102,161,1939.888
103,160,1938.573
104,159,1936.469
105,158,1933.576
106,157,1929.631
107,156,1924.371
108,155,1918.585
102,162,1946.472
103,161,1944.096
104,160,1943.304
105,159,1939.344
106,158,1937.232
107,157,1931.16
108,156,1926.735096
103,162,1950.4
104,161,1948.81
105,160,1946.16
106,159,1943.15278
107,158,1938.74
108,157,1933.175
109,156,1926.815
103,163,1955.366
104,162,1955.632
105,161,1952.174
106,160,1950.312
107,159,1944.992
108,158,1941.268
109,157,1933.82
104,163,1960.581
105,162,1958.979
106,161,1956.309
107,160,1952.304
108,159,1947.765
109,158,1941.891
110,157,1934.415
104,164,1966.584
105,163,1964.172
106,162,1963.1
107,161,1958.544
108,160,1955.596
109,159,1948.628
110,158,1943
105,164,1970.425
106,163,1968.273
107,162,1965.852
108,161,1961.817
109,160,1956.437
110,159,1949.981
105,165,1975.32
106,164,1975.05
107,163,1971
108,162,1969.38
109,161,1962.9
110,160,1958.31
106,165,1980.197
107,164,1977.758
108,163,1974.506
109,162,1970.712
110,161,1965.292
106,166,1986.688
107,165,1983.152
108,164,1981.248
109,163,1976.352
110,162,1973.088
111,161,1965.472
106,167,1991.808
107,166,1989.624
108,165,1986.621
109,164,1983.072
110,163,1978.704
111,162,1973.517
107,167,1995.268
108,166,1993.624
109,165,1988.966
110,164,1986.226
111,163,1979.65
107,168,2001.45
108,167,1999.25
109,166,1995.95
110,165,1991.825
111,164,1987.425
108,168,2005.968
109,167,2001.552
110,166,1999.068
111,165,1993.272
108,169,2011.574
109,168,2008.527
110,167,2004.649
111,166,2000.217
112,165,1995.508
109,169,2014.388
110,168,2011.886
111,167,2006.326
112,166,2003.268
109,170,2021.076
110,169,2017.728
111,168,2013.822
112,167,2009.079
110,170,2024.96
111,169,2019.92
112,168,2016.84
110,171,2031.068
111,170,2027.134
112,169,2022.638
111,171,2033.22
112,170,2030.4
111,172,2040.43
112,171,2036.468
113,170,2031.374
112,172,2043.948
113,171,2037.984
112,173,2050.575
113,172,2045.445
114,171,2040.03
113,173,2051.764
114,172,2048.046
113,174,2059.512
114,173,2054.346
115,172,2048.319
114,174,2062.368
115,173,2055.168
114,175,2068.951
115,174,2063.171
116,173,2056.524
115,175,2069.73
116,174,2064.8
115,176,2077.74
116,175,2071.629
117,174,2064.936
116,176,2079.916
117,175,2072.032
118,175,2072.682
