Z,A,BE
95,231,1747.746
89,229,1748.012876
90,229,1748.33485
93,230,1748.40848
87,230,1748.85192
86,231,1750.749
96,232,1751.136
97,233,1751.927
94,231,1752.62472
92,230,1752.81206
89,230,1752.9358
91,230,1753.03585
88,230,1753.04022
87,231,1754.3295
95,232,1754.848
90,230,1755.12908
93,231,1756.091568
88,231,1757.411271
96,233,1758.217534
87,232,1758.408504
92,231,1758.692397
89,231,1759.082556
97,234,1759.446
91,231,1759.856406
90,231,1760.247258
94,232,1760.641968
93,232,1762.504
95,233,1763.111
88,232,1763.202088
87,233,1763.632687
89,232,1763.762368
91,232,1765.405392
92,232,1765.960104
90,232,1766.687656
96,234,1766.858418
94,233,1767.024468
88,233,1767.436412
97,235,1768.14
89,233,1769.679969
93,233,1769.910173
95,234,1769.976
90,233,1771.474069
92,233,1771.721748
91,233,1771.933778
88,234,1772.911062
96,235,1773.545
89,234,1774.218186
94,234,1774.79757
97,236,1775.428
93,234,1775.975058
88,235,1776.835
91,234,1777.155822
90,234,1777.66407
95,235,1777.81119
98,237,1778.293239
92,234,1778.56731
89,235,1779.77344
94,235,1781.036565
96,236,1781.870564
90,235,1782.330475
93,235,1782.95816
91,235,1783.277055
92,235,1783.86479
97,237,1783.899
89,236,1783.981112
95,236,1784.396
98,238,1787.142
99,239,1787.959
90,236,1788.164448
91,236,1788.303452
94,236,1788.388648
96,237,1788.549888
93,236,1788.694504
89,237,1789.35
92,236,1790.410224
97,238,1790.95
95,237,1791.957
90,237,1792.535991
98,239,1794.173
91,237,1794.181008
94,237,1794.269883
93,237,1795.272393
99,240,1795.44
92,237,1795.536174
96,238,1796.423048
100,241,1797.86
90,238,1798.09
95,238,1798.228992
91,238,1798.885872
97,239,1798.953
93,238,1800.760598
94,238,1801.26968
92,238,1801.68975
90,239,1802.299
98,240,1802.4552
96,239,1802.792535
99,241,1803.885
91,239,1804.45
95,239,1805.331432
97,240,1805.52
92,239,1806.496079
100,242,1806.53
94,239,1806.916002
93,239,1806.975513
91,240,1809.12
98,241,1809.187
96,240,1810.28664
99,242,1810.886
95,240,1811.28312
93,240,1812.04152
92,240,1812.4248
97,241,1813.284
94,240,1813.45008
100,243,1813.752
91,241,1814.248
96,241,1816.380368
92,241,1816.899
98,242,1817.201716
95,241,1817.929998
93,241,1818.16907
94,241,1818.691799
99,243,1819.098
97,242,1819.598
100,244,1822.192
92,242,1822.744
93,242,1823.083526
101,245,1823.29
96,242,1823.349726
95,242,1823.467822
98,243,1823.715
94,242,1825.001134
99,244,1825.852
97,243,1826.752743
92,243,1826.874
93,243,1828.575
96,243,1829.042775
100,245,1829.17
95,243,1829.832039
94,243,1830.034944
101,246,1830.486
98,244,1831.253184
97,244,1832.7999
93,244,1833.416
99,245,1833.58
95,244,1835.199152
96,244,1835.844288
94,244,1836.05486
100,246,1837.12062
98,245,1837.417435
101,247,1838.668
93,245,1838.725
97,245,1839.77115
99,246,1840.08
94,245,1840.753845
102,248,1841.152
95,245,1841.249235
96,245,1841.362915
100,247,1843.608
98,246,1844.783766
101,248,1845.616
97,246,1845.689538
95,246,1846.23
94,246,1846.608594
99,247,1847.5847
96,246,1847.821866
102,249,1848.078
98,247,1850.841395
94,247,1851.018
100,248,1851.554112
97,247,1852.23818
95,247,1852.253
96,247,1852.976957
101,249,1853.556
99,248,1854.048
102,250,1856.5
95,248,1856.776
103,251,1857.651
97,248,1857.768
98,248,1857.778664
100,249,1858.004136
96,248,1859.188544
101,250,1860.25
99,249,1861.026
95,249,1862.271
102,251,1863.173
98,249,1863.365106
96,249,1863.90195
97,249,1864.02396
103,252,1864.548
100,250,1865.5225
104,253,1867.14
99,250,1867.25
101,251,1867.9169
97,250,1868.99175
96,250,1869.7345
98,250,1869.989
102,252,1871.301096
100,251,1871.71202
103,253,1872.959
99,251,1873.936131
96,251,1874.147222
101,252,1874.376
97,251,1874.785013
98,251,1875.0955
104,254,1875.536
105,255,1876.545
102,253,1877.885163
100,252,1878.921576
99,252,1879.224984
103,254,1879.6
97,252,1879.668
96,252,1879.92
98,252,1881.267444
101,253,1881.814
104,255,1882.41
105,256,1883.648
100,253,1884.46291
97,253,1885.103
99,253,1885.580411
102,254,1885.59186
98,253,1886.071737
103,255,1887.65688
101,254,1887.728
97,254,1889.76
104,256,1890.671104
99,254,1890.671606
100,254,1890.977168
102,255,1891.57929
105,257,1892.034
98,254,1892.10315
103,256,1893.92896
106,258,1894.236
101,255,1894.325895
100,255,1896.15144
99,255,1896.644355
98,255,1896.69
104,257,1897.097928
105,258,1898.364
102,256,1898.635776
101,256,1899.776
103,257,1901.029
106,259,1901.06
107,260,1901.38
99,256,1901.568
100,256,1902.53568
98,256,1902.592
102,257,1904.281849
104,258,1904.694804
101,257,1906.318574
105,259,1906.333758
103,258,1907.136
99,257,1907.454
100,257,1907.503858
106,260,1909.06612
107,261,1909.737
104,259,1910.643
102,258,1911.006
101,258,1911.69615
99,258,1912.296
105,260,1912.82
100,258,1913.844
103,259,1914.01
106,261,1915.67997
107,262,1916.53
102,259,1916.593266
101,259,1917.895
104,260,1918.02
100,259,1918.413
108,263,1918.585
103,260,1919.58
105,261,1920.177
101,260,1922.96
102,260,1923.22
106,262,1923.39047
104,261,1923.931224
100,260,1924.52
107,263,1924.634
105,262,1926.224
103,261,1926.441
108,264,1926.771
109,265,1926.815
102,261,1928.268
101,261,1929.051
106,263,1929.631
104,262,1930.94
107,264,1931.16
103,262,1931.988
108,265,1933.505455
105,263,1933.576
109,266,1933.82
101,262,1934.084
102,262,1934.87
110,267,1935.216
104,263,1936.732
106,264,1937.232
103,263,1938.573
107,265,1938.74
105,264,1939.344
102,263,1939.888
108,266,1941.340618
109,267,1941.891
106,265,1943.245
104,264,1943.304
110,268,1943.536
103,264,1943.832
107,266,1945.258
102,264,1945.944
105,265,1946.16
108,267,1947.765
109,268,1948.628
104,265,1948.81
103,265,1950.135
110,269,1950.291426
106,266,1950.312
105,266,1952.174
107,267,1952.571
103,266,1954.834
104,266,1955.632
108,268,1955.864
106,267,1956.309
109,269,1956.437
110,270,1958.51925
107,268,1958.544
105,267,1958.712
104,267,1960.314
108,269,1962.086
109,270,1963.17
106,268,1963.368
105,268,1963.904
110,271,1965.292
111,272,1965.744
107,269,1966.121
104,268,1966.316
106,269,1968.542
108,270,1969.65
105,269,1969.887
109,271,1970.983
107,270,1971.27
110,272,1973.36
111,273,1974.063
105,270,1974.78
106,270,1974.78
108,271,1975.048
109,272,1976.624
107,271,1977.758
110,273,1978.977
106,271,1979.655
111,274,1980.198
108,272,1981.792
107,272,1982.88
109,273,1983.345
106,272,1985.872
110,274,1986.226
108,273,1987.167
111,275,1987.425
109,274,1988.966
107,273,1989.078
112,276,1989.684
106,273,1990.443
110,275,1992.1
111,276,1993.272
108,274,1993.624
107,274,1994.172
109,275,1995.4
112,277,1995.785
113,278,1996.596
108,275,1998.425
110,276,1999.068
107,275,2000.075
111,277,2000.494
109,276,2001
112,278,2003.268
113,279,2004.336
110,277,2004.649
108,276,2004.864
111,278,2006.604
109,277,2007.419
112,279,2009.358
108,277,2009.635
113,280,2010.4
110,278,2011.33
109,278,2012.72
111,279,2013.264
112,280,2016.56
110,279,2016.612
113,281,2017.861
109,279,2019.123
111,280,2019.36
112,281,2022.357
110,280,2023.28
113,282,2023.914
111,281,2026.01
110,281,2028.539
112,282,2029.554
113,283,2031.091
111,282,2031.528
114,284,2034.008
112,283,2035.053
113,284,2037.132
111,283,2038.166
114,285,2040.03
112,284,2041.96
113,285,2044.305
112,285,2047.44
114,286,2047.474
115,287,2048.606
113,286,2050.048
114,287,2053.198
115,288,2054.88
113,287,2056.929
116,289,2057.391
114,288,2060.352
115,289,2062.015
116,290,2064.8
117,291,2065.518
114,289,2065.772
115,290,2067.7
116,291,2070.756
117,292,2071.74
118,293,2073.561
115,291,2074.83
116,292,2077.872
117,293,2078.835
118,294,2081.226
116,293,2083.523
117,294,2085.048
118,295,2087.125
